ASUID,courseID
1855333405,42
1855333405,45
1855333405,13
1817510494,21
1817510494,30
1817510494,7
1817510494,34
1493159585,11
1493159585,33
1493159585,13
1446905283,31
1446905283,48
1446905283,44
1446905283,38
1483255169,15
1483255169,49
1483255169,44
1483255169,39
1483255169,31
1483255169,6
1662565308,3
1662565308,25
1662565308,32
1662565308,30
1662565308,15
1662565308,10
1164303693,31
1164303693,38
1164303693,12
1164303693,24
1414112168,50
1414112168,24
1414112168,21
1776757744,27
1776757744,46
1776757744,6
1776757744,21
1776757744,42
1776757744,44
1361051152,31
1361051152,38
1361051152,12
1361051152,20
1851914615,2
1851914615,27
1851914615,26
1441149898,22
1441149898,4
1441149898,3
1441149898,24
1441149898,33
1441149898,18
1634108568,14
1634108568,32
1634108568,22
1634108568,35
1634108568,40
1804666022,3
1804666022,14
1804666022,5
1804666022,2
1804666022,9
1051717690,22
1051717690,17
1051717690,39
1051717690,2
1051717690,20
1045729861,25
1045729861,37
1045729861,17
1045729861,32
1826491762,39
1826491762,5
1826491762,32
1826491762,48
1826491762,47
1826491762,36
1062539433,3
1062539433,45
1062539433,33
1062539433,49
1820031865,10
1820031865,28
1820031865,22
1883089590,16
1883089590,49
1883089590,48
1883089590,50
1832799751,33
1832799751,36
1832799751,48
1832799751,46
1832799751,30
1830586741,11
1830586741,23
1830586741,43
1830586741,44
1830586741,38
1041246943,18
1041246943,39
1041246943,9
1041246943,23
1041246943,24
1041246943,7
1811561209,33
1811561209,41
1811561209,30
1125831881,12
1125831881,10
1125831881,19
1882977063,17
1882977063,4
1882977063,24
1882977063,23
1001605084,26
1001605084,5
1001605084,29
1001605084,33
1687700628,44
1687700628,37
1687700628,30
1687700628,27
1687700628,9
1687700628,12
1262913198,19
1262913198,4
1262913198,26
1585177519,13
1585177519,23
1585177519,36
1382539002,48
1382539002,19
1382539002,16
1382539002,37
1807103290,17
1807103290,14
1807103290,27
1807103290,28
1807103290,33
1807103290,9
1004023200,44
1004023200,10
1004023200,9
1004023200,27
1004023200,3
1004023200,36
1381903879,30
1381903879,34
1381903879,19
1381903879,42
1790043569,11
1790043569,24
1790043569,22
1221293190,9
1221293190,1
1221293190,29
1221293190,24
1408000766,19
1408000766,36
1408000766,20
1408000766,17
1046134080,3
1046134080,41
1046134080,7
1046134080,19
1046134080,18
1046134080,29
1422013471,26
1422013471,28
1422013471,39
1422013471,20
1422013471,40
1422013471,25
1175217798,42
1175217798,36
1175217798,49
1474620145,39
1474620145,25
1474620145,46
1474620145,43
1474620145,37
1854065122,37
1854065122,27
1854065122,33
1854065122,25
1854065122,13
1854065122,26
1132487092,2
1132487092,20
1132487092,13
1132487092,25
1406866484,33
1406866484,36
1406866484,20
1406866484,6
1406866484,42
1652896871,7
1652896871,34
1652896871,4
1134082754,31
1134082754,9
1134082754,29
1134082754,33
1134082754,49
1134082754,2
1805425540,38
1805425540,48
1805425540,44
1805425540,24
1769661484,23
1769661484,13
1769661484,31
1419816316,10
1419816316,27
1419816316,28
1419816316,34
1321314775,24
1321314775,25
1321314775,41
1531201022,31
1531201022,10
1531201022,50
1531201022,6
1005129584,20
1005129584,45
1005129584,41
1005129584,17
1965438119,7
1965438119,49
1965438119,47
1965438119,28
1158845235,41
1158845235,43
1158845235,20
1158845235,34
1109403845,37
1109403845,35
1109403845,40
1109403845,49
1109403845,21
1109403845,38
1741545461,32
1741545461,27
1741545461,38
1741545461,6
1741545461,41
1741545461,24
1388567600,7
1388567600,2
1388567600,44
1388567600,3
1388567600,21
1388567600,41
1009234900,3
1009234900,27
1009234900,9
1009234900,41
1009234900,39
1388431384,40
1388431384,33
1388431384,6
1388431384,43
1516734301,5
1516734301,22
1516734301,44
1516734301,41
1516734301,23
1516734301,3
1206558964,9
1206558964,46
1206558964,39
1206558964,38
1206558964,49
1311961718,37
1311961718,16
1311961718,10
1311961718,36
1311961718,40
1311961718,35
1636997020,16
1636997020,27
1636997020,44
1702471706,37
1702471706,42
1702471706,20
1702471706,47
1702471706,14
1425190839,31
1425190839,7
1425190839,22
1425190839,13
1425190839,39
1425190839,34
1390278630,17
1390278630,13
1390278630,49
1784077512,25
1784077512,40
1784077512,42
1784077512,35
1399705684,29
1399705684,15
1399705684,8
1919768583,1
1919768583,34
1919768583,14
1919768583,11
1919768583,23
1919768583,17
1171145425,50
1171145425,4
1171145425,49
1171145425,29
1171145425,32
1171145425,47
1835725428,36
1835725428,16
1835725428,27
1246647269,42
1246647269,15
1246647269,3
1246647269,13
1246647269,16
1480030321,3
1480030321,47
1480030321,31
1480030321,4
1009439267,8
1009439267,36
1009439267,46
1837223258,44
1837223258,15
1837223258,43
1837223258,28
1837223258,45
1837223258,36
1911474872,34
1911474872,31
1911474872,9
1911474872,13
1911474872,19
1911474872,41
1085787710,18
1085787710,1
1085787710,17
1085787710,11
1451974023,31
1451974023,17
1451974023,36
1451974023,25
1644011772,3
1644011772,1
1644011772,18
1644011772,4
1644011772,9
1644011772,24
1791507869,33
1791507869,30
1791507869,48
1791507869,18
1791507869,45
1912859023,48
1912859023,19
1912859023,6
1337151295,13
1337151295,41
1337151295,48
1337151295,35
1337151295,47
1337151295,38
1938126771,21
1938126771,43
1938126771,41
1466224941,48
1466224941,21
1466224941,19
1466224941,36
1466224941,44
1466224941,28
1070117488,42
1070117488,8
1070117488,9
1664249816,41
1664249816,36
1664249816,45
1153225826,49
1153225826,34
1153225826,35
1153225826,44
1998382774,26
1998382774,19
1998382774,16
1998382774,20
1998382774,12
1443725162,4
1443725162,5
1443725162,6
1443725162,45
1443725162,20
1443725162,26
1001658775,15
1001658775,4
1001658775,35
1001658775,47
1001658775,3
1001658775,14
1877496896,11
1877496896,9
1877496896,50
1688348711,15
1688348711,19
1688348711,31
1941822355,32
1941822355,42
1941822355,48
1941822355,34
1941822355,16
1313550271,26
1313550271,9
1313550271,37
1313550271,11
1574190861,16
1574190861,5
1574190861,49
1574190861,33
1100800966,45
1100800966,27
1100800966,40
1100800966,44
1932112285,49
1932112285,8
1932112285,25
1118891711,50
1118891711,41
1118891711,21
1118891711,39
1118891711,9
1118891711,37
1424222123,45
1424222123,44
1424222123,27
1451631357,43
1451631357,35
1451631357,25
1451631357,27
1451631357,30
1451631357,13
1024437665,40
1024437665,11
1024437665,34
1024437665,4
1024437665,14
1024437665,46
1935790963,31
1935790963,47
1935790963,14
1935790963,49
1935790963,45
1782635031,31
1782635031,27
1782635031,12
1782635031,39
1782635031,6
1556782227,7
1556782227,16
1556782227,14
1999098576,36
1999098576,12
1999098576,46
1387801982,30
1387801982,20
1387801982,49
1387801982,26
1387801982,15
1387801982,28
1297273441,11
1297273441,49
1297273441,47
1297273441,43
1061077116,49
1061077116,33
1061077116,21
1061077116,43
1061077116,47
1061077116,22
1777769916,49
1777769916,16
1777769916,33
1712280578,9
1712280578,28
1712280578,33
1712280578,6
1278770000,47
1278770000,14
1278770000,32
1278770000,48
1278770000,37
1499551312,5
1499551312,43
1499551312,32
1499551312,50
1499551312,29
1842320733,48
1842320733,2
1842320733,11
1842320733,31
1842320733,8
1842320733,1
1246633490,9
1246633490,40
1246633490,32
1246633490,33
1348152801,11
1348152801,48
1348152801,29
1348152801,47
1348152801,24
1785807720,4
1785807720,5
1785807720,14
1785807720,20
1604388368,2
1604388368,16
1604388368,11
1604388368,45
1780078311,41
1780078311,5
1780078311,2
1780078311,33
1323742915,43
1323742915,12
1323742915,18
1496594210,3
1496594210,7
1496594210,40
1617822409,26
1617822409,25
1617822409,30
1713195722,33
1713195722,39
1713195722,18
1713195722,5
1897767352,44
1897767352,34
1897767352,19
1693864426,4
1693864426,48
1693864426,30
1693864426,44
1693864426,18
1693864426,20
1969504159,27
1969504159,39
1969504159,5
1969504159,36
1185771191,15
1185771191,31
1185771191,37
1185771191,1
1185771191,43
1548551546,11
1548551546,43
1548551546,34
1548551546,27
1548551546,36
1548551546,6
1433507545,35
1433507545,29
1433507545,38
1433507545,23
1217150605,16
1217150605,48
1217150605,32
1217150605,18
1217150605,31
1217150605,25
1907591570,11
1907591570,17
1907591570,20
1907591570,46
1907591570,33
1907591570,24
1056208563,21
1056208563,49
1056208563,30
1056208563,5
1056208563,48
1056208563,45
1576300267,24
1576300267,25
1576300267,7
1576300267,1
1706098180,1
1706098180,4
1706098180,9
1706098180,18
1706098180,46
1706098180,26
1401648475,19
1401648475,5
1401648475,31
1401648475,40
1401648475,16
1518200632,29
1518200632,49
1518200632,46
1518200632,15
1518200632,48
1043220090,16
1043220090,38
1043220090,32
1043220090,25
1810280208,26
1810280208,8
1810280208,3
1441228913,15
1441228913,3
1441228913,33
1441228913,6
1988245744,46
1988245744,29
1988245744,27
1101932413,32
1101932413,23
1101932413,31
1101932413,1
1106133425,17
1106133425,20
1106133425,15
1726958738,49
1726958738,29
1726958738,43
1726958738,14
1726958738,25
1726958738,9
1529463433,36
1529463433,16
1529463433,17
1529463433,46
1529463433,19
1529463433,38
1702361569,12
1702361569,36
1702361569,46
1702361569,19
1913550074,47
1913550074,43
1913550074,48
1913550074,40
1913550074,7
1913550074,13
1217070379,3
1217070379,26
1217070379,37
1217070379,6
1375043120,8
1375043120,20
1375043120,28
1375043120,31
1375043120,40
1375043120,45
1311804987,22
1311804987,3
1311804987,34
1636468024,38
1636468024,12
1636468024,42
1636468024,27
1456682625,33
1456682625,23
1456682625,4
1456682625,29
1076648554,37
1076648554,40
1076648554,9
1076648554,36
1490171785,11
1490171785,23
1490171785,41
1490171785,35
1490171785,19
1490171785,40
1182444578,43
1182444578,48
1182444578,24
1643650260,11
1643650260,25
1643650260,27
1643650260,18
1643650260,2
1643650260,42
1835629714,2
1835629714,44
1835629714,47
1835629714,20
1835629714,7
1190652827,42
1190652827,34
1190652827,44
1190652827,6
1152318491,29
1152318491,6
1152318491,47
1152318491,27
1152318491,38
1346213695,14
1346213695,49
1346213695,31
1346213695,17
1346213695,8
1346213695,42
1341893333,9
1341893333,14
1341893333,1
1341893333,4
1466556889,49
1466556889,28
1466556889,31
1466556889,46
1466556889,1
1466556889,35
1086398930,23
1086398930,7
1086398930,2
1086398930,17
1197347857,29
1197347857,8
1197347857,27
1197347857,36
1350283767,13
1350283767,46
1350283767,28
1350283767,39
1709736711,17
1709736711,29
1709736711,19
1409113920,36
1409113920,35
1409113920,5
1409113920,26
1975246468,34
1975246468,9
1975246468,18
1477735162,28
1477735162,41
1477735162,5
1477735162,18
1140306269,23
1140306269,16
1140306269,2
1305958391,20
1305958391,46
1305958391,19
1279184443,12
1279184443,22
1279184443,1
1011467719,39
1011467719,20
1011467719,35
1685620445,33
1685620445,32
1685620445,44
1685620445,41
1759854846,19
1759854846,46
1759854846,47
1535610920,3
1535610920,16
1535610920,2
1535610920,15
1534318778,28
1534318778,9
1534318778,19
1534318778,4
1534318778,44
1534318778,16
1899085743,34
1899085743,38
1899085743,28
1709187526,23
1709187526,6
1709187526,19
1181014596,46
1181014596,45
1181014596,21
1181014596,27
1181014596,10
1184586718,24
1184586718,21
1184586718,45
1184586718,8
1379757936,28
1379757936,33
1379757936,2
1379757936,36
1379757936,19
1379757936,48
1353279703,49
1353279703,46
1353279703,11
1953826012,23
1953826012,41
1953826012,29
1953826012,20
1953826012,27
1416436141,38
1416436141,11
1416436141,37
1416436141,33
1416436141,5
1365171812,31
1365171812,11
1365171812,15
1853577446,7
1853577446,39
1853577446,12
1853577446,31
1853577446,9
1853577446,38
1895222707,2
1895222707,22
1895222707,42
1895222707,33
1895222707,25
1895222707,31
1391560087,39
1391560087,48
1391560087,16
1391560087,49
1391560087,19
1391560087,24
1586321279,50
1586321279,49
1586321279,46
1586321279,25
1773956931,31
1773956931,19
1773956931,16
1353292227,37
1353292227,46
1353292227,49
1353292227,47
1353292227,7
1353292227,17
1854834513,22
1854834513,31
1854834513,30
1854834513,40
1854834513,4
1627411524,17
1627411524,45
1627411524,48
1627411524,36
1627411524,37
1627411524,38
1049450586,7
1049450586,40
1049450586,43
1049450586,23
1049450586,25
1631404882,11
1631404882,5
1631404882,13
1631404882,49
1631404882,4
1040322855,39
1040322855,42
1040322855,33
1040322855,49
1040322855,5
1325098809,38
1325098809,43
1325098809,3
1524207394,40
1524207394,4
1524207394,9
1747098210,49
1747098210,24
1747098210,47
1747098210,37
1747098210,8
1778533965,23
1778533965,49
1778533965,8
1486885569,4
1486885569,35
1486885569,7
1486885569,12
1486885569,9
1486885569,22
1292244153,33
1292244153,1
1292244153,25
1292244153,6
1292244153,49
1292244153,36
1942177921,3
1942177921,19
1942177921,1
1942177921,46
1942177921,39
1177859654,2
1177859654,34
1177859654,17
1177859654,22
1722882387,31
1722882387,5
1722882387,50
1535011322,26
1535011322,45
1535011322,13
1023207565,38
1023207565,30
1023207565,22
1023207565,12
1023207565,45
1180705896,39
1180705896,10
1180705896,36
1310082528,25
1310082528,30
1310082528,12
1310082528,43
1310082528,4
1684882352,34
1684882352,31
1684882352,42
1684882352,9
1207283904,50
1207283904,48
1207283904,17
1207283904,18
1207283904,26
1207283904,49
1209101911,45
1209101911,1
1209101911,5
1270563610,6
1270563610,44
1270563610,48
1270563610,35
1555893028,39
1555893028,4
1555893028,20
1555893028,37
1555893028,36
1515513874,23
1515513874,9
1515513874,19
1283294010,10
1283294010,23
1283294010,30
1283294010,28
1283294010,32
1253651928,42
1253651928,6
1253651928,29
1253651928,15
1253651928,46
1253651928,26
1688825411,27
1688825411,30
1688825411,46
1894516391,5
1894516391,14
1894516391,9
1894516391,4
1894516391,11
1194939499,12
1194939499,31
1194939499,5
1194939499,8
1766500466,25
1766500466,6
1766500466,21
1766500466,35
1766500466,38
1766500466,4
1952459506,7
1952459506,14
1952459506,50
1952459506,13
1952459506,21
1102713067,5
1102713067,42
1102713067,34
1668359372,33
1668359372,21
1668359372,48
1668359372,6
1668359372,25
1668359372,50
1149418223,9
1149418223,15
1149418223,20
1149418223,35
1149418223,32
1149418223,6
1270167214,47
1270167214,37
1270167214,21
1987269219,46
1987269219,48
1987269219,41
1987269219,19
1987269219,32
1595550460,15
1595550460,44
1595550460,4
1595550460,36
1595550460,18
1595550460,25
1717261108,1
1717261108,48
1717261108,10
1717261108,8
1717261108,45
1595789758,10
1595789758,45
1595789758,23
1260777937,37
1260777937,5
1260777937,24
1260777937,34
1472578604,50
1472578604,43
1472578604,18
1274696549,39
1274696549,42
1274696549,24
1274696549,1
1650922892,7
1650922892,20
1650922892,28
1650922892,37
1650922892,36
1760367717,14
1760367717,5
1760367717,25
1760367717,3
1760367717,28
1232806678,26
1232806678,29
1232806678,39
1232806678,23
1232806678,19
1232806678,18
1388656326,21
1388656326,27
1388656326,24
1437941261,3
1437941261,10
1437941261,14
1095730711,29
1095730711,22
1095730711,35
1095730711,34
1095730711,37
1095730711,2
1613230254,41
1613230254,11
1613230254,8
1923705190,11
1923705190,28
1923705190,10
1923705190,38
1923705190,26
1923705190,18
1280342689,29
1280342689,1
1280342689,16
1280342689,25
1489982040,30
1489982040,50
1489982040,34
1489982040,47
1489982040,36
1056367391,35
1056367391,1
1056367391,12
1361386200,30
1361386200,47
1361386200,15
1361386200,31
1798155003,15
1798155003,12
1798155003,27
1798155003,49
1798155003,22
1882147017,31
1882147017,7
1882147017,38
1882147017,14
1882147017,15
1882147017,9
1464180617,26
1464180617,40
1464180617,3
1464180617,45
1464180617,27
1364349125,13
1364349125,29
1364349125,6
1364349125,50
1364349125,26
1364349125,24
1633333933,35
1633333933,37
1633333933,18
1633333933,25
1633333933,23
1633333933,34
1188712435,30
1188712435,23
1188712435,21
1188712435,24
1188712435,2
1188712435,39
1266522493,18
1266522493,7
1266522493,16
1266522493,47
1266522493,2
1692179845,7
1692179845,12
1692179845,22
1692179845,38
1692179845,41
1692179845,28
1238567046,19
1238567046,45
1238567046,48
1513719144,47
1513719144,40
1513719144,32
1418732739,27
1418732739,15
1418732739,33
1418732739,31
1418732739,4
1646152181,29
1646152181,18
1646152181,23
1646152181,33
1646152181,5
1352361444,6
1352361444,50
1352361444,47
1352361444,33
1352361444,12
1352361444,14
1811528016,47
1811528016,45
1811528016,26
1897023628,17
1897023628,16
1897023628,14
1252631970,28
1252631970,27
1252631970,49
1328898661,45
1328898661,19
1328898661,26
1328898661,6
1328898661,3
1876491183,41
1876491183,22
1876491183,50
1962819630,14
1962819630,37
1962819630,23
1962819630,20
1055389825,47
1055389825,15
1055389825,26
1055389825,46
1055389825,1
1055389825,2
1616484601,50
1616484601,41
1616484601,45
1683212031,32
1683212031,31
1683212031,15
1593861436,1
1593861436,12
1593861436,29
1593861436,23
1593861436,17
1593861436,25
1658975645,36
1658975645,35
1658975645,37
1658975645,13
1658975645,19
1120757896,10
1120757896,18
1120757896,21
1120757896,40
1117997052,31
1117997052,26
1117997052,2
1117997052,45
1117997052,8
1158536625,23
1158536625,28
1158536625,39
1158536625,12
1158536625,22
1976076897,30
1976076897,7
1976076897,32
1392625865,12
1392625865,19
1392625865,6
1392625865,43
1392625865,45
1162480827,22
1162480827,23
1162480827,41
1162480827,12
1162480827,48
1162480827,45
1584883790,34
1584883790,33
1584883790,23
1584883790,11
1584883790,36
1584883790,17
1032900804,7
1032900804,45
1032900804,31
1032900804,39
1032900804,28
1032900804,32
1822157665,39
1822157665,7
1822157665,35
1326394194,14
1326394194,3
1326394194,49
1390499489,34
1390499489,8
1390499489,41
1947759654,38
1947759654,14
1947759654,27
1237538344,31
1237538344,32
1237538344,34
1237538344,49
1996638868,18
1996638868,19
1996638868,10
1378725392,27
1378725392,43
1378725392,47
1378725392,29
1894945070,17
1894945070,23
1894945070,26
1894945070,10
1894945070,45
1261858260,35
1261858260,32
1261858260,13
1774551641,41
1774551641,27
1774551641,21
1774551641,46
1751187460,3
1751187460,33
1751187460,14
1751187460,27
1751187460,9
1822087123,25
1822087123,24
1822087123,43
1584956715,37
1584956715,31
1584956715,16
1813997095,29
1813997095,35
1813997095,46
1044365141,13
1044365141,2
1044365141,47
1044365141,9
1044365141,18
1748206773,8
1748206773,17
1748206773,22
1748206773,6
1748206773,47
1748206773,21
1391014484,23
1391014484,20
1391014484,44
1391014484,43
1725474919,38
1725474919,30
1725474919,7
1725474919,37
1725474919,17
1284431719,22
1284431719,3
1284431719,32
1371468525,2
1371468525,37
1371468525,8
1371468525,45
1371468525,3
1746432415,11
1746432415,20
1746432415,27
1746432415,15
1518445648,23
1518445648,22
1518445648,18
1518445648,47
1518445648,43
1795111626,11
1795111626,9
1795111626,7
1795111626,42
1795111626,1
1795111626,46
1302452481,43
1302452481,24
1302452481,27
1928396687,19
1928396687,30
1928396687,46
1928396687,41
1928396687,5
1955945701,6
1955945701,49
1955945701,28
1955945701,11
1372884130,44
1372884130,42
1372884130,34
1947848717,27
1947848717,38
1947848717,50
1947848717,14
1947848717,2
1649001274,10
1649001274,22
1649001274,2
1649001274,46
1958087758,49
1958087758,31
1958087758,47
1115608652,20
1115608652,34
1115608652,27
1099807537,5
1099807537,30
1099807537,38
1099807537,25
1511750197,48
1511750197,42
1511750197,12
1511750197,47
1068491638,22
1068491638,14
1068491638,6
1068491638,10
1068491638,50
1762474545,14
1762474545,8
1762474545,37
1719670537,33
1719670537,25
1719670537,15
1719670537,37
1719670537,1
1719670537,35
1131292006,8
1131292006,38
1131292006,45
1131292006,20
1131292006,30
1131292006,19
1959497007,41
1959497007,19
1959497007,34
1080968039,43
1080968039,31
1080968039,44
1080968039,33
1501006035,26
1501006035,49
1501006035,11
1501006035,17
1501006035,42
1501006035,36
1417887412,3
1417887412,31
1417887412,29
1417887412,9
1417887412,48
1878882996,10
1878882996,20
1878882996,48
1576597405,32
1576597405,40
1576597405,8
1576597405,7
1576597405,39
1576597405,4
1128598864,39
1128598864,6
1128598864,50
1137399086,35
1137399086,9
1137399086,40
1839008603,30
1839008603,5
1839008603,35
1839008603,24
1839008603,32
1165255992,41
1165255992,35
1165255992,5
1165255992,4
1510452453,42
1510452453,6
1510452453,32
1510452453,43
1510452453,48
1510452453,37
1459356190,11
1459356190,30
1459356190,13
1459356190,37
1459356190,28
1459356190,46
1737805020,36
1737805020,30
1737805020,7
1737805020,48
1737805020,50
1737805020,44
1224695313,48
1224695313,36
1224695313,6
1224695313,9
1513098784,49
1513098784,45
1513098784,1
1513098784,12
1432583643,4
1432583643,28
1432583643,48
1432583643,25
1432583643,36
1432583643,18
1679258786,48
1679258786,50
1679258786,9
1096274395,19
1096274395,48
1096274395,32
1096274395,21
1113305575,9
1113305575,45
1113305575,14
1113305575,31
1113305575,17
1113305575,50
1395078887,28
1395078887,22
1395078887,2
1395078887,5
1395078887,15
1869741785,11
1869741785,12
1869741785,36
1872656453,28
1872656453,29
1872656453,13
1585716616,2
1585716616,40
1585716616,10
1585716616,21
1360055500,17
1360055500,37
1360055500,7
1360055500,8
1360055500,44
1775614818,44
1775614818,24
1775614818,27
1775614818,37
1780358632,43
1780358632,31
1780358632,37
1780358632,40
1479219759,43
1479219759,22
1479219759,48
1479219759,34
1479219759,41
1479219759,46
1614814301,22
1614814301,2
1614814301,8
1614814301,33
1546383110,50
1546383110,37
1546383110,9
1546383110,12
1546383110,15
1546383110,1
1526908390,28
1526908390,48
1526908390,13
1351778914,6
1351778914,23
1351778914,22
1403956273,8
1403956273,29
1403956273,18
1403956273,47
1655638615,23
1655638615,2
1655638615,1
1655638615,28
1655638615,22
1655638615,34
1898349405,2
1898349405,21
1898349405,29
1898349405,28
1123654012,12
1123654012,5
1123654012,24
1123654012,3
1123654012,9
1123654012,11
1177186128,31
1177186128,45
1177186128,37
1577992834,30
1577992834,38
1577992834,46
1519510573,45
1519510573,50
1519510573,37
1519510573,39
1519510573,43
1898615799,10
1898615799,21
1898615799,3
1898615799,18
1898615799,34
1513200941,11
1513200941,9
1513200941,44
1513200941,20
1513200941,19
1513200941,21
1292415124,21
1292415124,17
1292415124,7
1292415124,13
1292415124,18
1462543451,48
1462543451,11
1462543451,4
1347393558,6
1347393558,11
1347393558,7
1347393558,27
1347393558,43
1347393558,17
1499380100,23
1499380100,46
1499380100,27
1499380100,4
1499380100,38
1225757674,30
1225757674,13
1225757674,18
1367748909,2
1367748909,10
1367748909,11
1367748909,44
1000962793,9
1000962793,48
1000962793,47
1000962793,20
1000962793,5
1000962793,26
1996870002,7
1996870002,14
1996870002,27
1650960702,29
1650960702,14
1650960702,4
1650960702,3
1650960702,41
1650960702,16
1812984139,32
1812984139,22
1812984139,50
1812984139,1
1812984139,38
1812984139,26
1553013884,44
1553013884,32
1553013884,16
1553013884,40
1553013884,34
1553013884,31
1034072632,2
1034072632,29
1034072632,38
1034072632,12
1034072632,36
1034072632,6
1050831870,41
1050831870,28
1050831870,9
1050831870,3
1050831870,16
1050831870,37
1667196319,15
1667196319,21
1667196319,30
1667196319,39
1667196319,28
1993844572,25
1993844572,38
1993844572,39
1993844572,1
1993844572,19
1093495540,27
1093495540,15
1093495540,23
1093495540,37
1001263160,4
1001263160,34
1001263160,45
1230919493,4
1230919493,17
1230919493,30
1230919493,25
1532466866,40
1532466866,15
1532466866,26
1532466866,6
1532466866,49
1027600727,22
1027600727,35
1027600727,2
1914559456,3
1914559456,46
1914559456,27
1914559456,44
1480946127,20
1480946127,19
1480946127,40
1674958975,15
1674958975,17
1674958975,14
1126970595,38
1126970595,42
1126970595,27
1126970595,34
1928951321,10
1928951321,9
1928951321,6
1928951321,38
1103618648,12
1103618648,14
1103618648,20
1369303812,31
1369303812,24
1369303812,6
1369303812,37
1369303812,23
1369303812,13
1891611223,43
1891611223,50
1891611223,34
1891611223,26
1043879716,3
1043879716,25
1043879716,26
1043879716,19
1635594430,44
1635594430,23
1635594430,17
1635594430,38
1635594430,29
1679755967,31
1679755967,39
1679755967,19
1679755967,38
1679755967,1
1679755967,13
1356111145,48
1356111145,23
1356111145,29
1356111145,8
1356111145,42
1817633103,10
1817633103,27
1817633103,48
1817633103,30
1817633103,25
1817633103,13
1695494121,45
1695494121,49
1695494121,7
1695494121,13
1695494121,24
1695494121,48
1621486336,47
1621486336,40
1621486336,12
1699952063,4
1699952063,35
1699952063,37
1699952063,39
1699952063,9
1258920606,11
1258920606,32
1258920606,3
1258920606,6
1258920606,27
1258920606,42
1303621946,7
1303621946,6
1303621946,47
1303621946,16
1303621946,21
1303621946,24
1276639501,9
1276639501,40
1276639501,49
1276639501,37
1044094192,17
1044094192,16
1044094192,42
1044094192,21
1044094192,39
1339006051,24
1339006051,29
1339006051,34
1339006051,18
1339006051,19
1339006051,32
1681171986,14
1681171986,12
1681171986,20
1681171986,16
1681171986,50
1615089059,24
1615089059,44
1615089059,19
1615089059,14
1615089059,27
1435939159,1
1435939159,17
1435939159,25
1435939159,29
1435939159,22
1465278525,44
1465278525,18
1465278525,17
1619308143,16
1619308143,8
1619308143,38
1619308143,1
1619308143,5
1547055537,40
1547055537,29
1547055537,28
1547055537,12
1547055537,15
1039335883,12
1039335883,28
1039335883,19
1039335883,20
1039335883,30
1039335883,21
1272714505,19
1272714505,17
1272714505,26
1272714505,49
1628087506,38
1628087506,5
1628087506,50
1628087506,41
1628087506,16
1628087506,18
